,direccion_casa,tamaño_casa,habitaciones_casa,Precio_Casa
0,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
2,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
3,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
4,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
5,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
6,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
7,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
8,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
9,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
10,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
11,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
12,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
13,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
14,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
15,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
16,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
17,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
18,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
19,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
20,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
21,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
22,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
23,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
24,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
25,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
26,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
27,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
28,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
29,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
30,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
31,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
32,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
33,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
34,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
35,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
36,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
37,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
38,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
39,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
40,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
41,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
42,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
43,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
44,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
45,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
46,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
47,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
48,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
49,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
50,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
51,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
52,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
53,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
54,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
55,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
56,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
57,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
58,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
59,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
60,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
61,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
62,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
63,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
64,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
65,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
66,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
67,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
68,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
69,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
70,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
71,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
72,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
73,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
74,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
75,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
76,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
77,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
78,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
79,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
80,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
81,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
82,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
83,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
84,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
85,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
86,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
87,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
88,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
89,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
90,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
91,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
92,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
93,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
94,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
95,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
96,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
97,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
98,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
99,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
100,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
101,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
102,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
103,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
104,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
105,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
106,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
107,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
108,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
109,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
110,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
111,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
112,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
113,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
114,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
115,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
116,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
117,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
118,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
119,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
120,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
121,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
122,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
123,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
124,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
125,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
126,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
127,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
128,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
129,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
130,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
131,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
132,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
133,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
134,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
135,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
136,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
137,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
138,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
139,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
140,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
141,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
142,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
143,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
144,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
145,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
146,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
147,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
148,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
149,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
150,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
151,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
152,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
153,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
154,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
155,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
156,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
157,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
158,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
159,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
160,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
161,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
162,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
163,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
164,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
165,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
166,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
167,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
168,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
169,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
170,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
171,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
172,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
173,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
174,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
175,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
176,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
177,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
178,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
179,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
180,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
181,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
182,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
183,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
184,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
185,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
186,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
187,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
188,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
189,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
190,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
191,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
192,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
193,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
194,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
195,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
196,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
197,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
198,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
199,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
200,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
201,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
202,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
203,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
204,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
205,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
206,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
207,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
208,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
209,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
210,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
211,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
212,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
213,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
214,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
215,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
216,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
217,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
218,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
219,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
220,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
221,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
222,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
223,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
224,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
225,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
226,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
227,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
228,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
229,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
230,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
231,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
232,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
233,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
234,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
235,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
236,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
237,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
238,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
239,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
240,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
241,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
242,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
243,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
244,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
245,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
246,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
247,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
248,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
249,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
250,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
251,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
252,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
253,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
254,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
255,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
256,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
257,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
258,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
259,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
260,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
261,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
262,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
263,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
264,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
265,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
266,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
267,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
268,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
269,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
270,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
271,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
272,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
273,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
274,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
275,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
276,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
277,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
278,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
279,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
280,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
281,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
282,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
283,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
284,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
285,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
286,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
287,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
288,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
289,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
290,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
291,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
292,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
293,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
294,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
295,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
296,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
297,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
298,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
299,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
300,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
301,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
302,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
303,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
304,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
305,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
306,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
307,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
