,Precio_Casa,Ubicacion,Tamaño,Habitaciones
907,230000000.0,"Robledo, Medellín, Antioquia",412 m² cubiertos,4 habs.
908,5500000000.0,"El Poblado, Medellín, Antioquia",412 m² cubiertos,4 habs.
909,520000000.0,"La Mota, Medellín, Antioquia",412 m² cubiertos,4 habs.
910,5800000000.0,"Las Palmas, Medellín, Antioquia",412 m² cubiertos,4 habs.
911,700000000.0,"El Poblado, Medellín, Antioquia",412 m² cubiertos,4 habs.
912,430000000.0,"Calasanz, Medellín, Antioquia",90 m² cubiertos,4 habs.
913,800000000.0,"Laureles, Medellín, Antioquia",90 m² cubiertos,4 habs.
914,2800000000.0,"Las Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
915,9800000000.0,"Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
916,3500000000.0,"Laureles, Medellín, Antioquia",90 m² cubiertos,4 habs.
917,699000000.0,"Belén Rosales, Medellín, Antioquia",90 m² cubiertos,4 habs.
918,230000000.0,"Buenos Aires, Medellín, Antioquia",90 m² cubiertos,4 habs.
919,450000000.0,"Belén, Medellín, Antioquia",90 m² cubiertos,4 habs.
920,240000000.0,"Manrique, Medellín, Antioquia",90 m² cubiertos,4 habs.
921,555000000.0,"Belén, Medellín, Antioquia",90 m² cubiertos,4 habs.
922,220000000.0,"Castilla, Medellín, Antioquia",90 m² cubiertos,4 habs.
923,450000000.0,"Buenos Aires, Medellín, Antioquia",90 m² cubiertos,4 habs.
924,195000000.0,"Robledo, Medellín, Antioquia",90 m² cubiertos,4 habs.
925,200000000.0,"Manrique Central, Medellín, Antioquia",90 m² cubiertos,4 habs.
926,750000000.0,"El Poblado, Medellín, Antioquia",90 m² cubiertos,4 habs.
927,1450000000.0,"Medellín, Antioquia",90 m² cubiertos,4 habs.
928,740000000.0,"Laureles, Medellín, Antioquia",90 m² cubiertos,4 habs.
929,600000000.0,"Loma De Los Bernal, Medellín, Antioquia, Colombia, Belén Loma De Los Bernal, Medellín, Antioquia",90 m² cubiertos,4 habs.
930,545000000.0,"Centro, Medellín, Antioquia",90 m² cubiertos,4 habs.
931,1400000000.0,"Las Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
932,1800000000.0,"Las Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
933,500000000.0,"Floresta, Medellín, Antioquia",90 m² cubiertos,4 habs.
934,420000000.0,"Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",90 m² cubiertos,4 habs.
935,310000000.0,"Loma De Los Bernal, Medellín, Antioquia",90 m² cubiertos,4 habs.
936,9300000000.0,"12 De Otubre, Medellín, Antioquia",90 m² cubiertos,4 habs.
937,380000000.0,"Campo Valdes, Medellín, Antioquia",90 m² cubiertos,4 habs.
938,620000000.0,"Belén, Medellín, Antioquia",90 m² cubiertos,4 habs.
939,3700000000.0,"Las Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
940,2600000000.0,"Las Palmas, Medellín, Antioquia",90 m² cubiertos,4 habs.
941,260000000.0,"Aranjuez, Medellín, Antioquia",90 m² cubiertos,4 habs.
942,950000000.0,"Antioquia Medellin Poblado El Tesoro Inferior, Medellín, Antioquia",90 m² cubiertos,4 habs.
943,480000000.0,"Aranjuez, Medellín, Antioquia",90 m² cubiertos,4 habs.
944,990000000.0,"Belén La Palma, Medellín, Antioquia",90 m² cubiertos,4 habs.
945,3900000000.0,"El Poblado, Medellín, Antioquia",90 m² cubiertos,4 habs.
946,1600000000.0,"Santa Elena, Medellín, Antioquia",90 m² cubiertos,4 habs.
947,1400000.0,"Medellín, Antioquia",90 m² cubiertos,4 habs.
948,1400000000.0,"Santa Elena, Medellín, Antioquia",90 m² cubiertos,4 habs.
949,4200000000.0,"El Poblado, Medellín, Antioquia",90 m² cubiertos,4 habs.
950,2800000000.0,"Oriente, Medellín, Antioquia",90 m² cubiertos,4 habs.
951,610000000.0,"El Poblado, Medellín, Antioquia",90 m² cubiertos,4 habs.
952,180000000.0,"Medellín, Antioquia",90 m² cubiertos,4 habs.
953,320000000.0,"Boston, Medellín, Antioquia",90 m² cubiertos,4 habs.
954,300000000.0,"Belén, Medellín, Antioquia, Colombia, Belén San Bernardo, Medellín, Antioquia",90 m² cubiertos,4 habs.
955,350000000.0,"Belén Los Alpes, Medellín, Antioquia",90 m² cubiertos,4 habs.
956,330000000.0,"Belén, Medellín, Antioquia",90 m² cubiertos,4 habs.
957,4600000000.0,"Los Balsos N°2, Medellín, Antioquia",90 m² cubiertos,4 habs.
958,205000000.0,"San Javier, Medellín, Antioquia",90 m² cubiertos,4 habs.
959,340000000.0,"Guayabal, Medellín, Antioquia",90 m² cubiertos,4 habs.
960,450000000.0,"San Pablo, Medellín, Antioquia",129 m² cubiertos,6 habs.
961,330000000.0,"Belén Fátima, Medellín, Antioquia",129 m² cubiertos,6 habs.
962,690000000.0,"San Antonio De Prado, Medellín, Antioquia",129 m² cubiertos,6 habs.
963,720000000.0,"Belén La Mota, Medellín, Antioquia",129 m² cubiertos,6 habs.
964,750000000.0,"Poblado La Visitacion, Medellín, Antioquia",129 m² cubiertos,6 habs.
965,290000000.0,"Robledo, Medellín, Antioquia",129 m² cubiertos,6 habs.
966,590000000.0,"Calasanz, Medellín, Antioquia",129 m² cubiertos,6 habs.
967,280000000.0,"Rodeo Alto, Medellín, Antioquia",129 m² cubiertos,6 habs.
968,480000000.0,"Guayabal, Medellín, Antioquia",129 m² cubiertos,6 habs.
969,430000000.0,"Rodeo Alto, Medellín, Antioquia",129 m² cubiertos,6 habs.
970,300000000.0,"Manrique, Medellín, Antioquia",129 m² cubiertos,6 habs.
971,850000000.0,"La Castellana, Medellín, Antioquia",129 m² cubiertos,6 habs.
972,5200000000.0,"Alto De Las Palmas, Medellín, Antioquia",129 m² cubiertos,6 habs.
973,290000000.0,"Floresta, Medellín, Antioquia",129 m² cubiertos,6 habs.
974,525000000.0,"Villa Hermosa, Medellín, Antioquia",129 m² cubiertos,6 habs.
975,420000000.0,"Campo Valdes, Medellín, Antioquia",129 m² cubiertos,6 habs.
976,4500000000.0,"Las Palmas, Medellín, Antioquia",129 m² cubiertos,6 habs.
977,310000000.0,"Santa Elena, Medellín, Antioquia",129 m² cubiertos,6 habs.
978,450000000.0,"Laureles, Medellín, Antioquia",129 m² cubiertos,6 habs.
979,3250000000.0,"El Poblado, Medellín, Antioquia",129 m² cubiertos,6 habs.
980,570000000.0,"Belén San Bernardo, Medellín, Antioquia",129 m² cubiertos,6 habs.
981,600000000.0,"Laureles, Medellín, Antioquia",129 m² cubiertos,6 habs.
982,9500000000.0,"El Poblado, Medellín, Antioquia",129 m² cubiertos,6 habs.
983,500000000.0,"Medellín, Antioquia",129 m² cubiertos,6 habs.
984,175000000.0,"Robledo, Medellín, Antioquia",129 m² cubiertos,6 habs.
985,940000000.0,"El Poblado, Medellín, Antioquia",129 m² cubiertos,6 habs.
986,290000000.0,"Castilla, Medellín, Antioquia",129 m² cubiertos,6 habs.
987,298000000.0,"Robledo, Medellín, Antioquia",129 m² cubiertos,6 habs.
988,3600000000.0,"Las Palmas, Medellín, Antioquia",129 m² cubiertos,6 habs.
989,3300000000.0,"Las Palmas, Medellín, Antioquia",129 m² cubiertos,6 habs.
990,350000000.0,"Pedregal, Medellín, Antioquia",129 m² cubiertos,6 habs.
991,190000000.0,"Medellin, Medellín, Antioquia",129 m² cubiertos,6 habs.
992,180000000.0,"Robledo Pablo Tobon, Medellín, Antioquia",129 m² cubiertos,6 habs.
993,290000000.0,"Buenos Aires, Medellín, Antioquia",129 m² cubiertos,6 habs.
994,215000000.0,"Robledo, Medellín, Antioquia",129 m² cubiertos,6 habs.
995,400000000.0,"San Javier, Medellín, Antioquia",129 m² cubiertos,6 habs.
996,600000000.0,"Cra. 79 #2 Sur-131, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",129 m² cubiertos,6 habs.
997,3700000000.0,"Alto De Las Palmas, Medellín, Antioquia",129 m² cubiertos,6 habs.
998,1780000000.0,"Poblado El Tesoro, Medellín, Antioquia",129 m² cubiertos,6 habs.
999,4500000000.0,"Cerca Al Tesoro, Medellín, Antioquia",129 m² cubiertos,6 habs.
1000,550000000.0,"Belén, Medellín, Antioquia",129 m² cubiertos,6 habs.
1001,350000000.0,"La Pradera, Medellín, Antioquia",129 m² cubiertos,6 habs.
1002,380000000.0,"Boston, Medellín, Antioquia",129 m² cubiertos,6 habs.
1003,650000000.0,"La Mota, Medellín, Antioquia",129 m² cubiertos,6 habs.
1004,6980000000.0,"Poblado Balsos, Medellín, Antioquia",129 m² cubiertos,6 habs.
1005,990000000.0,"San Cristóbal, Medellín, Antioquia",129 m² cubiertos,6 habs.
1006,1050000000.0,"El Poblado, Medellín, Antioquia",129 m² cubiertos,6 habs.
1007,1880000000.0,"El Poblado, Medellín, Antioquia",129 m² cubiertos,6 habs.
1008,3600000000.0,"Medellín, Antioquia",421 m² cubiertos,6 habs.
1009,890000000.0,"Los Colores, Medellín, Antioquia",421 m² cubiertos,6 habs.
1010,5900000000.0,"Alto De Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1011,4000000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1012,365000000.0,"Conquistadores, Medellín, Antioquia",421 m² cubiertos,6 habs.
1013,1200000000.0,"El Poblado, Medellín, Antioquia",421 m² cubiertos,6 habs.
1014,4000000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1015,1980000000.0,"El Poblado, Medellín, Antioquia",421 m² cubiertos,6 habs.
1016,3800000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1017,210000000.0,"Medellin, Medellín, Antioquia",421 m² cubiertos,6 habs.
1018,240000000.0,"Castilla, Medellín, Antioquia",421 m² cubiertos,6 habs.
1019,225000000.0,"Robledo, Medellín, Antioquia",421 m² cubiertos,6 habs.
1020,420000000.0,"Pilarica, Medellín, Antioquia",421 m² cubiertos,6 habs.
1021,185000000.0,"Piloto De Manrrique  3147173171, Manrique Oriental, Medellín, Antioquia",421 m² cubiertos,6 habs.
1022,580000000.0,"Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1023,580000000.0,"Belén, Medellín, Antioquia",421 m² cubiertos,6 habs.
1024,290000000.0,"Boston, Boston, Medellín, Antioquia",421 m² cubiertos,6 habs.
1025,460000000.0,"Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1026,1250000000.0,"Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1027,1300000000.0,"Calle 48b #77c-65, Laureles - Estadio, Medellín, Antioquia, Colombia, Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1028,310000000.0,"Boyacá Las Brisas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1029,405000000.0,"La Castellana, Medellín, Antioquia",421 m² cubiertos,6 habs.
1030,560000000.0,"Buenos Aires, Medellín, Antioquia",421 m² cubiertos,6 habs.
1031,328000000.0,"Rodeo Alto, Medellín, Antioquia",421 m² cubiertos,6 habs.
1032,680000000.0,"Santa Elena, Medellín, Antioquia",421 m² cubiertos,6 habs.
1033,4100000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1034,160000000.0,"Medellín, Antioquia",421 m² cubiertos,6 habs.
1035,270000000.0,"Robledo, Medellín, Antioquia",421 m² cubiertos,6 habs.
1036,650000000.0,"Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1037,420000000.0,"Manrique, Medellín, Antioquia",421 m² cubiertos,6 habs.
1038,650000000.0,"Belén, Medellín, Antioquia",421 m² cubiertos,6 habs.
1039,310000000.0,"Campo Valdés 1, Medellín, Antioquia",421 m² cubiertos,6 habs.
1040,300000000.0,"Robledo, Medellín, Antioquia",421 m² cubiertos,6 habs.
1041,350000000.0,"Buenos Aires, Medellín, Antioquia",421 m² cubiertos,6 habs.
1042,3700000000.0,"El Poblado, Medellín, Antioquia",421 m² cubiertos,6 habs.
1043,360000000.0,"Buenos Aires, Medellín, Antioquia",421 m² cubiertos,6 habs.
1044,2280000000.0,"Oriente, Medellín, Antioquia",421 m² cubiertos,6 habs.
1045,850000000.0,"Santa Elena, Medellín, Antioquia",421 m² cubiertos,6 habs.
1046,1200000000.0,"El Poblado, Medellín, Antioquia",421 m² cubiertos,6 habs.
1047,834000000.0,"El Poblado, Medellín, Antioquia",421 m² cubiertos,6 habs.
1048,3700000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1049,210000000.0,"Buenos Aires, Medellín, Antioquia",421 m² cubiertos,6 habs.
1050,5000000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1051,340000000.0,"Robledo, Medellín, Antioquia",421 m² cubiertos,6 habs.
1052,800000000.0,"Laureles, Medellín, Antioquia",421 m² cubiertos,6 habs.
1053,3100000000.0,"Las Palmas, Medellín, Antioquia",421 m² cubiertos,6 habs.
1054,191000000.0,"Campo Valdes, Medellín, Antioquia",421 m² cubiertos,6 habs.
1055,7500000000.0,"La 33, Medellín, Antioquia",421 m² cubiertos,6 habs.
1056,1750000000.0,"Laureles, Medellín, Antioquia",394 m² cubiertos,7 habs.
1057,1300000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1058,300000000.0,"Pedregal, Medellín, Antioquia",394 m² cubiertos,7 habs.
1059,295000000.0,"Boston, Medellín, Antioquia",394 m² cubiertos,7 habs.
1060,190000000.0,"Robledo, Medellín, Antioquia",394 m² cubiertos,7 habs.
1061,550000000.0,"Belén, Medellín, Antioquia",394 m² cubiertos,7 habs.
1062,950000000.0,"La Castellana, Medellín, Antioquia",394 m² cubiertos,7 habs.
1063,1250000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1064,5000000000.0,"Las Palmas, Medellín, Antioquia",394 m² cubiertos,7 habs.
1065,330000000.0,"Manrique, Medellín, Antioquia",394 m² cubiertos,7 habs.
1066,1950000000.0,"Medellín, Antioquia",394 m² cubiertos,7 habs.
1067,370000000.0,"Santa Lucía, Medellín, Antioquia",394 m² cubiertos,7 habs.
1068,4300000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1069,140000000.0,"Medellín, Antioquia",394 m² cubiertos,7 habs.
1070,900000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1071,530000000.0,"Via Antigua Al Mar Sn, San Cristóbal, Medellín, Antioquia",394 m² cubiertos,7 habs.
1072,1200000000.0,"Avenida Las Palmas, El Poblado, Medellín, Antioquia, Colombia, Las Palmas, Medellín, Antioquia",394 m² cubiertos,7 habs.
1073,660000000.0,"Santa Mónica, Medellín, Antioquia",394 m² cubiertos,7 habs.
1074,420000000.0,"Santa Mónica, Medellín, Antioquia",394 m² cubiertos,7 habs.
1075,3000000.0,"Belén La Mota, Medellín, Antioquia",394 m² cubiertos,7 habs.
1076,4800000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1077,460000000.0,"Buenos Aires, Medellín, Antioquia",394 m² cubiertos,7 habs.
1078,390000000.0,"El Salvador, Medellín, Antioquia",394 m² cubiertos,7 habs.
1079,4180000000.0,"Las Palmas, Medellín, Antioquia",394 m² cubiertos,7 habs.
1080,700000000.0,"Prado Centro, Medellín, Antioquia",394 m² cubiertos,7 habs.
1081,1300000000.0,"El Tesoro, Medellín, Antioquia",394 m² cubiertos,7 habs.
1082,2900000000.0,"Los Balsos #1, Medellín, Antioquia",394 m² cubiertos,7 habs.
1083,1050000000.0,"Belén, Medellín, Antioquia",394 m² cubiertos,7 habs.
1084,240000000.0,"Barrio Belén-aliadas, Medellín, Antioquia, Colombia, Aliadas, Medellín, Antioquia",394 m² cubiertos,7 habs.
1085,3300000000.0,"Laureles, Medellín, Antioquia",394 m² cubiertos,7 habs.
1086,270000000.0,"El Salvador, Medellín, Antioquia",394 m² cubiertos,7 habs.
1087,350000000.0,"Robledo, Medellín, Antioquia",394 m² cubiertos,7 habs.
1088,2800000000.0,"Las Palmas, Medellín, Antioquia",394 m² cubiertos,7 habs.
1089,175000000.0,"Cl 48 D E 96a 74, La Pradera, Medellín, Antioquia",394 m² cubiertos,7 habs.
1090,1250000000.0,"Cra. 78a #4769, Los Pinos, Medellín, Laureles, Medellín, Antioquia, Colombia, Floresta, Medellín, Antioquia",394 m² cubiertos,7 habs.
1091,370000000.0,"Belén San Bernardo, Medellín, Antioquia",394 m² cubiertos,7 habs.
1092,300000000.0,"Gratamira, Medellín, Antioquia",394 m² cubiertos,7 habs.
1093,280000000.0,"La Milagrosa- Buenos Aires, Medellín, Antioquia",394 m² cubiertos,7 habs.
1094,285000000.0,"Florencia, Medellín, Antioquia",394 m² cubiertos,7 habs.
1095,6500000.0,"El Poblado, Medellín, Antioquia, Colombia, El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1096,995000000.0,"El Poblado, Medellín, Antioquia",394 m² cubiertos,7 habs.
1097,1180000000.0,"Belén, Medellín, Antioquia",394 m² cubiertos,7 habs.
1098,550000000.0,"Belén La Palma, Medellín, Antioquia",394 m² cubiertos,7 habs.
1099,310000000.0,"Castilla, Medellín, Antioquia",394 m² cubiertos,7 habs.
1100,580000000.0,"Florida Nueva, Medellín, Antioquia",394 m² cubiertos,7 habs.
1101,3440000000.0,"Los Balsos, Medellín, Antioquia",394 m² cubiertos,7 habs.
1102,1000000000.0,"Laureles, Medellín, Antioquia",394 m² cubiertos,7 habs.
1103,470000000.0,"Medellín, Antioquia",394 m² cubiertos,7 habs.
1104,350000000.0,"Calasanz Parte Baja, Medellín, Antioquia",103 m² cubiertos,4 habs.
1105,105000000.0,"Picachito, Medellín, Antioquia",103 m² cubiertos,4 habs.
1106,7500000.0,"Laureles, Medellín, Antioquia",103 m² cubiertos,4 habs.
1107,3700000000.0,"Poblado Las Palmas, Medellín, Antioquia",103 m² cubiertos,4 habs.
1108,219000000.0,"Robledo, Medellín, Antioquia",103 m² cubiertos,4 habs.
1109,140000000.0,"Robledo, Medellín, Antioquia",103 m² cubiertos,4 habs.
1110,2000000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1111,3500000000.0,"Medellín, Antioquia",103 m² cubiertos,4 habs.
1112,1400000000.0,"Santa Elena, Medellín, Antioquia",103 m² cubiertos,4 habs.
1113,620000000.0,"Estadio, Medellín, Antioquia",103 m² cubiertos,4 habs.
1114,2300000000.0,"Laureles, Medellín, Antioquia",103 m² cubiertos,4 habs.
1115,1100000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1116,550000000.0,"Campo Valdes, Medellín, Antioquia",103 m² cubiertos,4 habs.
1117,570000000.0,"Calasanz, Medellín, Antioquia",103 m² cubiertos,4 habs.
1118,1560000000.0,"Medellín, Antioquia",103 m² cubiertos,4 habs.
1119,535000000.0,"Belén, Medellín, Antioquia",103 m² cubiertos,4 habs.
1120,425000000.0,"Villa Hermosa, Medellín, Antioquia",103 m² cubiertos,4 habs.
1121,700000000.0,"Medellín, Antioquia",103 m² cubiertos,4 habs.
1122,225000000.0,"Calle 42 Sur No. 67a - 21  Casa 118 Urbanizacion Plaza Del Sol, Medellín, Antioquia",103 m² cubiertos,4 habs.
1123,300000000.0,"Florencia, Medellín, Antioquia",103 m² cubiertos,4 habs.
1124,550000000.0,"Laureles, Medellín, Antioquia",103 m² cubiertos,4 habs.
1125,4600000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1126,200000000.0,"Pesebre, Medellín, Antioquia",103 m² cubiertos,4 habs.
1127,259000000.0,"Castilla, Medellín, Antioquia",103 m² cubiertos,4 habs.
1128,750000000.0,"Robledo, Medellín, Antioquia",103 m² cubiertos,4 habs.
1129,4500000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1130,180000000.0,"Francisco Antonio Zea, Medellín, Antioquia",103 m² cubiertos,4 habs.
1131,490000000.0,"Belén Rosales, Medellín, Antioquia",103 m² cubiertos,4 habs.
1132,160000000.0,"San Antonio De Prado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1133,2000000000.0,"Laureles, Medellín, Antioquia",103 m² cubiertos,4 habs.
1134,1500000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1135,470000000.0,"Barrio Prado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1136,1880000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1137,4200000.0,"Laureles, Medellín, Antioquia",103 m² cubiertos,4 habs.
1138,1180000000.0,"Poblado La Calera, Medellín, Antioquia",103 m² cubiertos,4 habs.
1139,220000000.0,"Medellín, Antioquia",103 m² cubiertos,4 habs.
1140,3500000.0,"Prado Centro, Medellín, Antioquia",103 m² cubiertos,4 habs.
1141,390000000.0,"La América, Medellín, Antioquia",103 m² cubiertos,4 habs.
1142,2250000.0,"El Tesoro, Medellín, Antioquia",103 m² cubiertos,4 habs.
1143,1000000000.0,"Estadio, Medellín, Antioquia",103 m² cubiertos,4 habs.
1144,2450000000.0,"Las Palmas, Medellín, Antioquia",103 m² cubiertos,4 habs.
1145,3200000000.0,"Loma De Los Balsos, Medellín, Antioquia",103 m² cubiertos,4 habs.
1146,870000000.0,"Colombia / Antioquia / Medellin / Belen La Palma, Medellín, Antioquia",103 m² cubiertos,4 habs.
1147,2450000000.0,"Alto De Palmas, Medellín, Antioquia",103 m² cubiertos,4 habs.
1148,1030000000.0,"El Poblado, Medellín, Antioquia",103 m² cubiertos,4 habs.
1149,2100000000.0,"Alto De Las Palmas, Medellín, Antioquia",103 m² cubiertos,4 habs.
1150,285000000.0,"Campo Valdes, Medellín, Antioquia",103 m² cubiertos,4 habs.
1151,190000000.0,"Robledo Santa Catalina, Medellín, Antioquia",103 m² cubiertos,4 habs.
1152,460000000.0,"Santa Mónica, Medellín, Antioquia",126 m² cubiertos,4 habs.
1153,180000000.0,"Castilla, Medellín, Antioquia",126 m² cubiertos,4 habs.
1154,1620000000.0,"Loma Del Tesoro, Medellín, Antioquia",126 m² cubiertos,4 habs.
1155,3800000000.0,"Alto De Las Palmas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1156,2850000000.0,"La Calera, Medellín, Antioquia",126 m² cubiertos,4 habs.
1157,2290000000.0,"El Poblado, Medellín, Antioquia",126 m² cubiertos,4 habs.
1158,270000000.0,"Robledo, Medellín, Antioquia",126 m² cubiertos,4 habs.
1159,780000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1160,480000000.0,"Laureles, Medellín, Antioquia",126 m² cubiertos,4 habs.
1161,180000000.0,"Robledo / Pajarito, Medellín, Antioquia",126 m² cubiertos,4 habs.
1162,1200000000.0,"El Poblado, Medellín, Antioquia",126 m² cubiertos,4 habs.
1163,1380000000.0,"Barrio El Poblado, Medellín, Antioquia",126 m² cubiertos,4 habs.
1164,400000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1165,1250000000.0,"San Lucas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1166,1400000000.0,"Santa Elena, Medellín, Antioquia",126 m² cubiertos,4 habs.
1167,4000000000.0,"El Tesoro, Medellín, Antioquia",126 m² cubiertos,4 habs.
1168,450000000.0,"Laureles, Medellín, Antioquia",126 m² cubiertos,4 habs.
1169,810000000.0,"La Mota, Medellín, Antioquia",126 m² cubiertos,4 habs.
1170,490000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1171,2200000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1172,350000000.0,"Aranjuez, Medellín, Antioquia",126 m² cubiertos,4 habs.
1173,2600000000.0,"Las Palmas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1174,150000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1175,210000000.0,"Manrique, Medellín, Antioquia",126 m² cubiertos,4 habs.
1176,1300000000.0,"Santa Elena, Medellín, Antioquia",126 m² cubiertos,4 habs.
1177,4380000000.0,"Avenida Las Palmas, Medellín, Antioquia, Colombia, Las Palmas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1178,325000000.0,"San Joaquín, Medellín, Antioquia",126 m² cubiertos,4 habs.
1179,1300000000.0,"San Lucas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1180,260000000.0,"Occidente, Medellín, Antioquia",126 m² cubiertos,4 habs.
1181,195000000.0,"Robledo, Medellín, Antioquia",126 m² cubiertos,4 habs.
1182,350000000.0,"Calle 47 F # 88 -53., Medellín, Antioquia",126 m² cubiertos,4 habs.
1183,4500000000.0,"El Poblado, Medellín, Antioquia",126 m² cubiertos,4 habs.
1184,450000000.0,"Belén Las Playas, Medellín, Antioquia",126 m² cubiertos,4 habs.
1185,255000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1186,220000000.0,"Campo Valdes, Medellín, Antioquia",126 m² cubiertos,4 habs.
1187,320000000.0,"Robledo, Medellín, Antioquia",126 m² cubiertos,4 habs.
1188,600000000.0,"La América, Medellín, Antioquia",126 m² cubiertos,4 habs.
1189,3500000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1190,2100000000.0,"El Tesoro, Medellín, Antioquia",126 m² cubiertos,4 habs.
1191,680000000.0,"Belén La Mota, Medellín, Antioquia",126 m² cubiertos,4 habs.
1192,600000000.0,"Loma De Los Bernal, Medellín, Antioquia",126 m² cubiertos,4 habs.
1193,410000000.0,"El Salvador, Medellín, Antioquia",126 m² cubiertos,4 habs.
1194,650000000.0,"Simón Bolívar, Medellín, Antioquia, Colombia, Simón Bolívar, Medellín, Antioquia",126 m² cubiertos,4 habs.
1195,7500000.0,"Belén Rosales, Medellín, Antioquia",126 m² cubiertos,4 habs.
1196,2950000000.0,"El Poblado, Medellín, Antioquia",126 m² cubiertos,4 habs.
1197,2300000000.0,"Medellín, Antioquia",126 m² cubiertos,4 habs.
1198,650000000.0,"Castropol, Medellín, Antioquia",126 m² cubiertos,4 habs.
1199,225000000.0,"Barrio Rosaleda, Medellín, Antioquia",126 m² cubiertos,4 habs.
1200,259000000.0,"Campo Valdes, Medellín, Antioquia",140 m² cubiertos,4 habs.
1201,460000000.0,"Buenos Aires, Medellín, Antioquia",140 m² cubiertos,4 habs.
1202,515000000.0,"Guayabal, Medellín, Antioquia",140 m² cubiertos,4 habs.
1203,850000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1204,220000000.0,"Pedregal, Medellín, Antioquia",140 m² cubiertos,4 habs.
1205,600000000.0,"Aranjuez, Medellín, Antioquia",140 m² cubiertos,4 habs.
1206,220000000.0,"La América, Medellín, Antioquia",140 m² cubiertos,4 habs.
1207,450000000.0,"Prado Centro, Medellín, Antioquia",140 m² cubiertos,4 habs.
1208,1500000000.0,"Laureles, Medellín, Antioquia",140 m² cubiertos,4 habs.
1209,750000000.0,"La Castellana, Medellín, Antioquia",140 m² cubiertos,4 habs.
1210,380000000.0,"Florencia, Medellín, Antioquia",140 m² cubiertos,4 habs.
1211,2995000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1212,580000000.0,"La Castellana, Medellín, Antioquia",140 m² cubiertos,4 habs.
1213,500000000.0,"Medellín, Antioquia",140 m² cubiertos,4 habs.
1214,2700000000.0,"Las Palmas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1215,410000000.0,"Guayabal, Medellín, Antioquia",140 m² cubiertos,4 habs.
1216,250000000.0,"Robledo / La Campiña, Medellín, Antioquia",140 m² cubiertos,4 habs.
1217,4500000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1218,5600000000.0,"Lote 12 Parcelación, Medellín, Antioquia",140 m² cubiertos,4 habs.
