,Unnamed: 0,imagen_url,Titulo_casa,direccion_casa,tamaño_casa,habitaciones_casa,Precio_Casa,habitaciones_categoricas
0,0,https://http2.mlstatic.com/D_NQ_NP_632005-MCO71250238977_082023-W.jpg,Venta De Casa En Medellin San Cristobal 1.100 Metros De Lote,"San Cristóbal, Medellín, Antioquia",200.0,3,-0.41509728562236287,3 habitaciones
1,1,https://http2.mlstatic.com/D_NQ_NP_728084-MCO71236551994_082023-W.jpg,Casa En Venta En Belen Los Alpes,"Belén, Medellín, Antioquia",151.0,3,-0.5838401684862314,3 habitaciones
2,2,https://http2.mlstatic.com/D_NQ_NP_814420-MCO71116170126_082023-W.jpg,Se Vende Casa Duplex En Santa Monica ,"Tv. 38 #89a-24, Cristóbal, Medellín, Antioquia, Colombia, Santa Mónica, Medellín, Antioquia",174.0,3,-0.43687056083060394,3 habitaciones
3,3,https://http2.mlstatic.com/D_NQ_NP_982844-MCO71299251573_082023-W.jpg,Casa En Venta En Medellín Sector Poblado ,"El Poblado, Medellín, Antioquia",326.0,4,-0.1374880267172887,4 habitaciones
4,4,https://http2.mlstatic.com/D_NQ_NP_907033-MCO71174472307_082023-W.jpg,Venta Casa En La America ,"Calle 44a #89-40, El Danubio, Medellín, Antioquia, Colombia, El Danubio, Medellín, Antioquia",182.0,3,-0.5457369368718095,3 habitaciones
5,5,https://http2.mlstatic.com/D_NQ_NP_734234-MCO71257636408_082023-W.jpg,Casa Campestre En Venta  Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",900.0,4,1.0600421097359722,4 habitaciones
6,6,https://http2.mlstatic.com/D_NQ_NP_918057-MCO71257585630_082023-W.jpg,Casa En Venta Medellín Sector San Lucas,"San Lucas, Medellín, Antioquia",420.0,4,-0.24635440275849427,4 habitaciones
7,7,https://http2.mlstatic.com/D_NQ_NP_901105-MCO71277674193_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",600.0,6,1.1689084857771777,6 o más habitaciones
8,8,https://http2.mlstatic.com/D_NQ_NP_658027-MCO71257402372_082023-W.jpg,Casa En Venta En Medellín  Sector Carlazanz,"Calazans, Medellín, Antioquia",195.0,4,-0.31167422838321757,4 habitaciones
9,9,https://http2.mlstatic.com/D_NQ_NP_724157-MCO71236557412_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",540.0,3,1.4955076139007943,3 habitaciones
10,10,https://http2.mlstatic.com/D_NQ_NP_868683-MCO71236556568_082023-W.jpg,Casa En Venta Medellin Sector Belen La Palma,"Belén La Palma, Medellín, Antioquia",183.0,4,-0.4913037488512067,4 habitaciones
11,11,https://http2.mlstatic.com/D_NQ_NP_868439-MCO71155111315_082023-W.jpg,Venta Casa El Nogal Los Almendros ,"Cra. 80a #72, Laureles - Estadio, Medellín, Antioquia, Colombia, Belén Nogal - Los Almendros, Medellín, Antioquia",103.0,3,-0.5522689194342818,3 habitaciones
12,12,https://http2.mlstatic.com/D_NQ_NP_934474-MCO71257389416_082023-W.jpg,Casa En Venta Poblado Sector Castropol,"Castropol, Medellín, Antioquia",203.0,3,-0.3824373728100012,3 habitaciones
13,13,https://http2.mlstatic.com/D_NQ_NP_736466-MCO71277680371_082023-W.jpg,Casa En Venta En Medellín Sector Robledo,"Robledo, Medellín, Antioquia",131.0,4,-0.5729535308821109,4 habitaciones
14,14,https://http2.mlstatic.com/D_NQ_NP_775557-MCO71299267407_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",554.0,5,1.5771573959316985,5 habitaciones
15,15,https://http2.mlstatic.com/D_NQ_NP_600902-MCO71299088443_082023-W.jpg,Casa Duplex En Venta  Medellin Sector Poblado ,"El Poblado, Medellín, Antioquia",360.0,5,0.025811537344519575,5 habitaciones
16,16,https://http2.mlstatic.com/D_NQ_NP_826707-MCO71277672025_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",3.0,3,1.3322080498389859,3 habitaciones
17,17,https://http2.mlstatic.com/D_NQ_NP_743275-MCO71299254927_082023-W.jpg,Casa En Venta Medellin Sector Toscana,"Toscana, Medellín, Antioquia",216.0,5,-0.575675190283141,5 habitaciones
18,18,https://http2.mlstatic.com/D_NQ_NP_688748-MCO71299709533_082023-W.jpg,Casa En Venta En Medellin Sector Las Playas,"Las Playas, Medellín, Antioquia",220.0,5,-0.48041711124708614,5 habitaciones
19,19,https://http2.mlstatic.com/D_NQ_NP_601104-MCO71277691353_082023-W.jpg,Casa  En Venta Medellin Sector Laureles,"Laureles, Medellín, Antioquia",220.0,7,-0.02862165067608319,6 o más habitaciones
20,20,https://http2.mlstatic.com/D_NQ_NP_644676-MCO71209652082_082023-W.jpg,Venta De Casa 90 Metros Segundo Piso En Belen Las Violetas ,"Belén Las Violetas, Medellín, Antioquia",90.0,3,-0.7406077499855674,3 habitaciones
21,21,https://http2.mlstatic.com/D_NQ_NP_918753-MCO71209643112_082023-W.jpg,Venta De Casa En San Cristobal Medellin 970 Metros,"San Cristóbal, Medellín, Antioquia",173.0,3,-0.4096539668203026,3 habitaciones
22,22,https://http2.mlstatic.com/D_NQ_NP_717727-MCO53442873959_012023-W.jpg,Hermosa Casa Finca En San Cristóbal ,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130.0,4,-0.6491599941109547,4 habitaciones
23,23,https://http2.mlstatic.com/D_NQ_NP_632880-MCO69287497566_052023-W.jpg,Casa Unifamiliar Robledo Santa Maria Medellin,"Robledo Santa Maria, Medellín, Antioquia",80.0,2,-0.7661913483552507,2 habitaciones
24,24,https://http2.mlstatic.com/D_NQ_NP_999668-MCO54974063612_042023-W.jpg,Casa En Manrique Santa Cecilia Para La Venta,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47.0,2,-0.7988512611676124,2 habitaciones
25,25,https://http2.mlstatic.com/D_NQ_NP_981107-MCO52710224549_122022-W.jpg,Casa En San Joaquin,"San Joaquín, Medellín, Antioquia",128.0,5,-0.6165000812985931,5 habitaciones
26,26,https://http2.mlstatic.com/D_NQ_NP_790258-MCO53109887476_122022-W.jpg,Casa En Venta En El Poblado ,"Las Palmas, Medellín, Antioquia",900.0,6,2.965203690457069,6 o más habitaciones
27,27,https://http2.mlstatic.com/D_NQ_NP_725250-MCO49764855394_042022-W.jpg,Venta Excelente Casa 3 Niveles Área 74 Mt Unidad Cerrada Sencilla,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74.0,4,-0.6377290246266282,4 habitaciones
28,28,https://http2.mlstatic.com/D_NQ_NP_705854-MCO50311243639_062022-W.jpg,"Venta De Espectacular Casa Moderna Y Domotizada, Alto De Las Palmas ","Poblado Alto De Las Palmas, Medellín, Antioquia",432.0,3,1.0600421097359722,3 habitaciones
29,29,https://http2.mlstatic.com/D_NQ_NP_715958-MCO69317138858_052023-W.jpg,Casa Venta Robledo Unidad Cerrada Precio De Oferta,"Robledo, Medellín, Antioquia",110.0,4,-0.6382733565068341,4 habitaciones
30,30,https://http2.mlstatic.com/D_NQ_NP_771973-MCO53713567403_022023-W.jpg,Venta De Casa En El Poblado,"El Poblado, Medellín, Antioquia",970.0,7,3.0740700664982747,6 o más habitaciones
31,31,https://http2.mlstatic.com/D_NQ_NP_795652-MCO69117633099_042023-W.jpg,Casa Para La Venta En El Barrio Buenos Aires,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64.0,3,-0.7199231385377384,3 habitaciones
32,32,https://http2.mlstatic.com/D_NQ_NP_970398-MCO52940041516_122022-W.jpg,"Casa El Poblado, La Calera, Medellín (pagar Con Crypto)","El Poblado, Medellín, Antioquia",700.0,4,2.6930377503540552,4 habitaciones
33,33,https://http2.mlstatic.com/D_NQ_NP_704074-MCO49412737987_032022-W.jpg,Se Vende Casa Comercial Y Familiar En El Sector De Villa Nueva ,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231.0,5,-0.6028917842934424,5 habitaciones
34,34,https://http2.mlstatic.com/D_NQ_NP_807026-MCO53611023434_022023-W.jpg,Casa Venta La Estrella La Ferreria,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77.0,3,-0.7199231385377384,3 habitaciones
35,35,https://http2.mlstatic.com/D_NQ_NP_602712-MCO69313758140_052023-W.jpg,Venta De Casa Campestre En Sector Tesoro Poblado,"El Poblado, Medellín, Antioquia",136.0,3,-0.398767329216182,3 habitaciones
36,36,https://http2.mlstatic.com/D_NQ_NP_838291-MCO69876278831_062023-W.jpg,Venta Casa Belén Malibú Medellín Primer Piso,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179.0,5,-0.4913037488512067,5 habitaciones
37,37,https://http2.mlstatic.com/D_NQ_NP_749174-MCO50928700645_072022-W.jpg,"Venta De Casa Remodelada En El Poblado, El Tesoro","Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528.0,4,1.2233416737977805,4 habitaciones
38,38,https://http2.mlstatic.com/D_NQ_NP_896927-MCO53912423887_022023-W.jpg,Vendo Casa Medellin Poblado (también Recibo Criptomonedas),"El Poblado, Medellín, Antioquia",521.0,4,0.5157102295299445,4 habitaciones
39,39,https://http2.mlstatic.com/D_NQ_NP_868263-MCO70045978708_062023-W.jpg,Venta De Casa En Medellín Barrio Robledo Urb. Las Cometas,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89.0,3,-0.6829085706837285,3 habitaciones
40,40,https://http2.mlstatic.com/D_NQ_NP_834168-MCO53146965492_012023-W.jpg,Vendo Casa Medellin Poblado (también Recibo Criptomonedas),"El Poblado, Medellín, Antioquia",390.0,5,0.10746131937542372,5 habitaciones
41,41,https://http2.mlstatic.com/D_NQ_NP_881959-MCO69359674552_052023-W.jpg,Venta De Casa En Medellín - Corregimiento San Antonio De Prado,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76.0,3,-0.6845415663243465,3 habitaciones
42,42,https://http2.mlstatic.com/D_NQ_NP_933262-MCO54007833209_022023-W.jpg,Casa En Venta  Buenos Aires ,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103.0,3,-0.6763765881212561,3 habitaciones
43,43,https://http2.mlstatic.com/D_NQ_NP_863520-MCO52710622162_122022-W.jpg,"Venta Casa, Barrio Bostón, Medellín.","Boston, Medellín, Antioquia",269.0,5,-0.398767329216182,5 habitaciones
44,44,https://http2.mlstatic.com/D_NQ_NP_991287-MCO70041498910_062023-W.jpg,"Venta De Casa En El Poblado, Medellín Antioquia ","San Lucas, Medellín, Antioquia",139.0,3,-0.41509728562236287,3 habitaciones
45,45,https://http2.mlstatic.com/D_NQ_NP_602266-MCO69324874241_052023-W.jpg,Casa Unidad Cerrada Poblado 250 Mts,"El Poblado/ Suroriente, Medellín, Antioquia",250.0,3,-0.3552752119877204,3 habitaciones
46,46,https://http2.mlstatic.com/D_NQ_NP_743847-MCO70177703357_062023-W.jpg,Casa Unifamiliar En Venta Calasanz Medellin (n),"Calasanz, Medellín, Antioquia",120.0,3,-0.5239636616635683,3 habitaciones
47,47,https://http2.mlstatic.com/D_NQ_NP_986887-MCO50225187974_062022-W.jpg,Venta Casa En Prado Centro,"Prado Centro, Medellín, Antioquia",164.0,7,-0.6110567624965328,6 o más habitaciones
48,48,https://http2.mlstatic.com/D_NQ_NP_632005-MCO71250238977_082023-W.jpg,Venta De Casa En Medellin San Cristobal 1.100 Metros De Lote,"San Cristóbal, Medellín, Antioquia",200.0,3,-0.41509728562236287,3 habitaciones
49,49,https://http2.mlstatic.com/D_NQ_NP_728084-MCO71236551994_082023-W.jpg,Casa En Venta En Belen Los Alpes,"Belén, Medellín, Antioquia",151.0,3,-0.5838401684862314,3 habitaciones
50,50,https://http2.mlstatic.com/D_NQ_NP_814420-MCO71116170126_082023-W.jpg,Se Vende Casa Duplex En Santa Monica ,"Tv. 38 #89a-24, Cristóbal, Medellín, Antioquia, Colombia, Santa Mónica, Medellín, Antioquia",174.0,3,-0.43687056083060394,3 habitaciones
51,51,https://http2.mlstatic.com/D_NQ_NP_982844-MCO71299251573_082023-W.jpg,Casa En Venta En Medellín Sector Poblado ,"El Poblado, Medellín, Antioquia",326.0,4,-0.1374880267172887,4 habitaciones
52,52,https://http2.mlstatic.com/D_NQ_NP_907033-MCO71174472307_082023-W.jpg,Venta Casa En La America ,"Calle 44a #89-40, El Danubio, Medellín, Antioquia, Colombia, El Danubio, Medellín, Antioquia",182.0,3,-0.5457369368718095,3 habitaciones
53,53,https://http2.mlstatic.com/D_NQ_NP_734234-MCO71257636408_082023-W.jpg,Casa Campestre En Venta  Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",900.0,4,1.0600421097359722,4 habitaciones
54,54,https://http2.mlstatic.com/D_NQ_NP_918057-MCO71257585630_082023-W.jpg,Casa En Venta Medellín Sector San Lucas,"San Lucas, Medellín, Antioquia",420.0,4,-0.24635440275849427,4 habitaciones
55,55,https://http2.mlstatic.com/D_NQ_NP_901105-MCO71277674193_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",600.0,6,1.1689084857771777,6 o más habitaciones
56,56,https://http2.mlstatic.com/D_NQ_NP_658027-MCO71257402372_082023-W.jpg,Casa En Venta En Medellín  Sector Carlazanz,"Calazans, Medellín, Antioquia",195.0,4,-0.31167422838321757,4 habitaciones
57,57,https://http2.mlstatic.com/D_NQ_NP_724157-MCO71236557412_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",540.0,3,1.4955076139007943,3 habitaciones
58,58,https://http2.mlstatic.com/D_NQ_NP_868683-MCO71236556568_082023-W.jpg,Casa En Venta Medellin Sector Belen La Palma,"Belén La Palma, Medellín, Antioquia",183.0,4,-0.4913037488512067,4 habitaciones
59,59,https://http2.mlstatic.com/D_NQ_NP_868439-MCO71155111315_082023-W.jpg,Venta Casa El Nogal Los Almendros ,"Cra. 80a #72, Laureles - Estadio, Medellín, Antioquia, Colombia, Belén Nogal - Los Almendros, Medellín, Antioquia",103.0,3,-0.5522689194342818,3 habitaciones
60,60,https://http2.mlstatic.com/D_NQ_NP_934474-MCO71257389416_082023-W.jpg,Casa En Venta Poblado Sector Castropol,"Castropol, Medellín, Antioquia",203.0,3,-0.3824373728100012,3 habitaciones
61,61,https://http2.mlstatic.com/D_NQ_NP_736466-MCO71277680371_082023-W.jpg,Casa En Venta En Medellín Sector Robledo,"Robledo, Medellín, Antioquia",131.0,4,-0.5729535308821109,4 habitaciones
62,62,https://http2.mlstatic.com/D_NQ_NP_775557-MCO71299267407_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",554.0,5,1.5771573959316985,5 habitaciones
63,63,https://http2.mlstatic.com/D_NQ_NP_600902-MCO71299088443_082023-W.jpg,Casa Duplex En Venta  Medellin Sector Poblado ,"El Poblado, Medellín, Antioquia",360.0,5,0.025811537344519575,5 habitaciones
64,64,https://http2.mlstatic.com/D_NQ_NP_826707-MCO71277672025_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",3.0,3,1.3322080498389859,3 habitaciones
65,65,https://http2.mlstatic.com/D_NQ_NP_743275-MCO71299254927_082023-W.jpg,Casa En Venta Medellin Sector Toscana,"Toscana, Medellín, Antioquia",216.0,5,-0.575675190283141,5 habitaciones
66,66,https://http2.mlstatic.com/D_NQ_NP_688748-MCO71299709533_082023-W.jpg,Casa En Venta En Medellin Sector Las Playas,"Las Playas, Medellín, Antioquia",220.0,5,-0.48041711124708614,5 habitaciones
67,67,https://http2.mlstatic.com/D_NQ_NP_601104-MCO71277691353_082023-W.jpg,Casa  En Venta Medellin Sector Laureles,"Laureles, Medellín, Antioquia",220.0,7,-0.02862165067608319,6 o más habitaciones
68,68,https://http2.mlstatic.com/D_NQ_NP_644676-MCO71209652082_082023-W.jpg,Venta De Casa 90 Metros Segundo Piso En Belen Las Violetas ,"Belén Las Violetas, Medellín, Antioquia",90.0,3,-0.7406077499855674,3 habitaciones
69,69,https://http2.mlstatic.com/D_NQ_NP_918753-MCO71209643112_082023-W.jpg,Venta De Casa En San Cristobal Medellin 970 Metros,"San Cristóbal, Medellín, Antioquia",173.0,3,-0.4096539668203026,3 habitaciones
70,70,https://http2.mlstatic.com/D_NQ_NP_717727-MCO53442873959_012023-W.jpg,Hermosa Casa Finca En San Cristóbal ,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130.0,4,-0.6491599941109547,4 habitaciones
71,71,https://http2.mlstatic.com/D_NQ_NP_632880-MCO69287497566_052023-W.jpg,Casa Unifamiliar Robledo Santa Maria Medellin,"Robledo Santa Maria, Medellín, Antioquia",80.0,2,-0.7661913483552507,2 habitaciones
72,72,https://http2.mlstatic.com/D_NQ_NP_999668-MCO54974063612_042023-W.jpg,Casa En Manrique Santa Cecilia Para La Venta,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47.0,2,-0.7988512611676124,2 habitaciones
73,73,https://http2.mlstatic.com/D_NQ_NP_981107-MCO52710224549_122022-W.jpg,Casa En San Joaquin,"San Joaquín, Medellín, Antioquia",128.0,5,-0.6165000812985931,5 habitaciones
74,74,https://http2.mlstatic.com/D_NQ_NP_790258-MCO53109887476_122022-W.jpg,Casa En Venta En El Poblado ,"Las Palmas, Medellín, Antioquia",900.0,6,2.965203690457069,6 o más habitaciones
75,75,https://http2.mlstatic.com/D_NQ_NP_725250-MCO49764855394_042022-W.jpg,Venta Excelente Casa 3 Niveles Área 74 Mt Unidad Cerrada Sencilla,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74.0,4,-0.6377290246266282,4 habitaciones
76,76,https://http2.mlstatic.com/D_NQ_NP_705854-MCO50311243639_062022-W.jpg,"Venta De Espectacular Casa Moderna Y Domotizada, Alto De Las Palmas ","Poblado Alto De Las Palmas, Medellín, Antioquia",432.0,3,1.0600421097359722,3 habitaciones
77,77,https://http2.mlstatic.com/D_NQ_NP_715958-MCO69317138858_052023-W.jpg,Casa Venta Robledo Unidad Cerrada Precio De Oferta,"Robledo, Medellín, Antioquia",110.0,4,-0.6382733565068341,4 habitaciones
78,78,https://http2.mlstatic.com/D_NQ_NP_771973-MCO53713567403_022023-W.jpg,Venta De Casa En El Poblado,"El Poblado, Medellín, Antioquia",970.0,7,3.0740700664982747,6 o más habitaciones
79,79,https://http2.mlstatic.com/D_NQ_NP_795652-MCO69117633099_042023-W.jpg,Casa Para La Venta En El Barrio Buenos Aires,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64.0,3,-0.7199231385377384,3 habitaciones
80,80,https://http2.mlstatic.com/D_NQ_NP_970398-MCO52940041516_122022-W.jpg,"Casa El Poblado, La Calera, Medellín (pagar Con Crypto)","El Poblado, Medellín, Antioquia",700.0,4,2.6930377503540552,4 habitaciones
81,81,https://http2.mlstatic.com/D_NQ_NP_704074-MCO49412737987_032022-W.jpg,Se Vende Casa Comercial Y Familiar En El Sector De Villa Nueva ,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231.0,5,-0.6028917842934424,5 habitaciones
82,82,https://http2.mlstatic.com/D_NQ_NP_807026-MCO53611023434_022023-W.jpg,Casa Venta La Estrella La Ferreria,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77.0,3,-0.7199231385377384,3 habitaciones
83,83,https://http2.mlstatic.com/D_NQ_NP_602712-MCO69313758140_052023-W.jpg,Venta De Casa Campestre En Sector Tesoro Poblado,"El Poblado, Medellín, Antioquia",136.0,3,-0.398767329216182,3 habitaciones
84,84,https://http2.mlstatic.com/D_NQ_NP_838291-MCO69876278831_062023-W.jpg,Venta Casa Belén Malibú Medellín Primer Piso,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179.0,5,-0.4913037488512067,5 habitaciones
85,85,https://http2.mlstatic.com/D_NQ_NP_749174-MCO50928700645_072022-W.jpg,"Venta De Casa Remodelada En El Poblado, El Tesoro","Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528.0,4,1.2233416737977805,4 habitaciones
86,86,https://http2.mlstatic.com/D_NQ_NP_896927-MCO53912423887_022023-W.jpg,Vendo Casa Medellin Poblado (también Recibo Criptomonedas),"El Poblado, Medellín, Antioquia",521.0,4,0.5157102295299445,4 habitaciones
87,87,https://http2.mlstatic.com/D_NQ_NP_868263-MCO70045978708_062023-W.jpg,Venta De Casa En Medellín Barrio Robledo Urb. Las Cometas,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89.0,3,-0.6829085706837285,3 habitaciones
88,88,https://http2.mlstatic.com/D_NQ_NP_834168-MCO53146965492_012023-W.jpg,Vendo Casa Medellin Poblado (también Recibo Criptomonedas),"El Poblado, Medellín, Antioquia",390.0,5,0.10746131937542372,5 habitaciones
89,89,https://http2.mlstatic.com/D_NQ_NP_881959-MCO69359674552_052023-W.jpg,Venta De Casa En Medellín - Corregimiento San Antonio De Prado,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76.0,3,-0.6845415663243465,3 habitaciones
90,90,https://http2.mlstatic.com/D_NQ_NP_933262-MCO54007833209_022023-W.jpg,Casa En Venta  Buenos Aires ,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103.0,3,-0.6763765881212561,3 habitaciones
91,91,https://http2.mlstatic.com/D_NQ_NP_863520-MCO52710622162_122022-W.jpg,"Venta Casa, Barrio Bostón, Medellín.","Boston, Medellín, Antioquia",269.0,5,-0.398767329216182,5 habitaciones
92,92,https://http2.mlstatic.com/D_NQ_NP_991287-MCO70041498910_062023-W.jpg,"Venta De Casa En El Poblado, Medellín Antioquia ","San Lucas, Medellín, Antioquia",139.0,3,-0.41509728562236287,3 habitaciones
93,93,https://http2.mlstatic.com/D_NQ_NP_602266-MCO69324874241_052023-W.jpg,Casa Unidad Cerrada Poblado 250 Mts,"El Poblado/ Suroriente, Medellín, Antioquia",250.0,3,-0.3552752119877204,3 habitaciones
94,94,https://http2.mlstatic.com/D_NQ_NP_743847-MCO70177703357_062023-W.jpg,Casa Unifamiliar En Venta Calasanz Medellin (n),"Calasanz, Medellín, Antioquia",120.0,3,-0.5239636616635683,3 habitaciones
95,95,https://http2.mlstatic.com/D_NQ_NP_986887-MCO50225187974_062022-W.jpg,Venta Casa En Prado Centro,"Prado Centro, Medellín, Antioquia",164.0,7,-0.6110567624965328,6 o más habitaciones
96,96,https://http2.mlstatic.com/D_NQ_NP_632005-MCO71250238977_082023-W.jpg,Venta De Casa En Medellin San Cristobal 1.100 Metros De Lote,"San Cristóbal, Medellín, Antioquia",200.0,3,-0.41509728562236287,3 habitaciones
97,97,https://http2.mlstatic.com/D_NQ_NP_728084-MCO71236551994_082023-W.jpg,Casa En Venta En Belen Los Alpes,"Belén, Medellín, Antioquia",151.0,3,-0.5838401684862314,3 habitaciones
98,98,https://http2.mlstatic.com/D_NQ_NP_814420-MCO71116170126_082023-W.jpg,Se Vende Casa Duplex En Santa Monica ,"Tv. 38 #89a-24, Cristóbal, Medellín, Antioquia, Colombia, Santa Mónica, Medellín, Antioquia",174.0,3,-0.43687056083060394,3 habitaciones
99,99,https://http2.mlstatic.com/D_NQ_NP_982844-MCO71299251573_082023-W.jpg,Casa En Venta En Medellín Sector Poblado ,"El Poblado, Medellín, Antioquia",326.0,4,-0.1374880267172887,4 habitaciones
100,100,https://http2.mlstatic.com/D_NQ_NP_907033-MCO71174472307_082023-W.jpg,Venta Casa En La America ,"Calle 44a #89-40, El Danubio, Medellín, Antioquia, Colombia, El Danubio, Medellín, Antioquia",182.0,3,-0.5457369368718095,3 habitaciones
101,101,https://http2.mlstatic.com/D_NQ_NP_734234-MCO71257636408_082023-W.jpg,Casa Campestre En Venta  Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",900.0,4,1.0600421097359722,4 habitaciones
102,102,https://http2.mlstatic.com/D_NQ_NP_918057-MCO71257585630_082023-W.jpg,Casa En Venta Medellín Sector San Lucas,"San Lucas, Medellín, Antioquia",420.0,4,-0.24635440275849427,4 habitaciones
103,103,https://http2.mlstatic.com/D_NQ_NP_901105-MCO71277674193_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",600.0,6,1.1689084857771777,6 o más habitaciones
104,104,https://http2.mlstatic.com/D_NQ_NP_658027-MCO71257402372_082023-W.jpg,Casa En Venta En Medellín  Sector Carlazanz,"Calazans, Medellín, Antioquia",195.0,4,-0.31167422838321757,4 habitaciones
105,105,https://http2.mlstatic.com/D_NQ_NP_724157-MCO71236557412_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",540.0,3,1.4955076139007943,3 habitaciones
106,106,https://http2.mlstatic.com/D_NQ_NP_868683-MCO71236556568_082023-W.jpg,Casa En Venta Medellin Sector Belen La Palma,"Belén La Palma, Medellín, Antioquia",183.0,4,-0.4913037488512067,4 habitaciones
107,107,https://http2.mlstatic.com/D_NQ_NP_868439-MCO71155111315_082023-W.jpg,Venta Casa El Nogal Los Almendros ,"Cra. 80a #72, Laureles - Estadio, Medellín, Antioquia, Colombia, Belén Nogal - Los Almendros, Medellín, Antioquia",103.0,3,-0.5522689194342818,3 habitaciones
108,108,https://http2.mlstatic.com/D_NQ_NP_934474-MCO71257389416_082023-W.jpg,Casa En Venta Poblado Sector Castropol,"Castropol, Medellín, Antioquia",203.0,3,-0.3824373728100012,3 habitaciones
109,109,https://http2.mlstatic.com/D_NQ_NP_736466-MCO71277680371_082023-W.jpg,Casa En Venta En Medellín Sector Robledo,"Robledo, Medellín, Antioquia",131.0,4,-0.5729535308821109,4 habitaciones
110,110,https://http2.mlstatic.com/D_NQ_NP_775557-MCO71299267407_082023-W.jpg,Casa En Venta Medellin Sector Poblado,"El Poblado, Medellín, Antioquia",554.0,5,1.5771573959316985,5 habitaciones
111,111,https://http2.mlstatic.com/D_NQ_NP_600902-MCO71299088443_082023-W.jpg,Casa Duplex En Venta  Medellin Sector Poblado ,"El Poblado, Medellín, Antioquia",360.0,5,0.025811537344519575,5 habitaciones
112,112,https://http2.mlstatic.com/D_NQ_NP_826707-MCO71277672025_082023-W.jpg,Casa En Venta En Medellín Sector Palmas,"Las Palmas, Medellín, Antioquia",3.0,3,1.3322080498389859,3 habitaciones
113,113,https://http2.mlstatic.com/D_NQ_NP_743275-MCO71299254927_082023-W.jpg,Casa En Venta Medellin Sector Toscana,"Toscana, Medellín, Antioquia",216.0,5,-0.575675190283141,5 habitaciones
114,114,https://http2.mlstatic.com/D_NQ_NP_688748-MCO71299709533_082023-W.jpg,Casa En Venta En Medellin Sector Las Playas,"Las Playas, Medellín, Antioquia",220.0,5,-0.48041711124708614,5 habitaciones
115,115,https://http2.mlstatic.com/D_NQ_NP_601104-MCO71277691353_082023-W.jpg,Casa  En Venta Medellin Sector Laureles,"Laureles, Medellín, Antioquia",220.0,7,-0.02862165067608319,6 o más habitaciones
